ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,Cluster,PCA1,PCA2
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,71.992,1,0.2,-0.8999,0,-0.6647120408100646,-0.6697298407050211
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,19.9,5,0.0,6.567,1,0.08282039440731119,-0.2559645347449665
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,1702.12,14,0.0,510.636,1,4.393253350919861,2.464019025499577
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,14.304,6,0.2,5.0064,1,-0.05998389835638619,0.7226765233315288
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,765.625,7,0.5,-566.5625,3,-1.14682578177496,2.788720750836854
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,307.666,2,0.15,-14.4784,0,-0.2644817470747192,-0.4664445693701642
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,7.712,2,0.2,2.7956,0,-0.5911405405843528,-0.4117888471387484
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,242.9,5,0.0,70.441,1,0.49143031446230123,-0.23117571590549776
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,454.9,5,0.0,0.0,1,0.5131615411838134,-0.09835815385061226
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,35.92,4,0.0,15.0864,0,-0.006379504657952946,-0.5409581715129888
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,39.76,8,0.0,12.3256,1,0.5080383237952424,0.5966857444465793
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,47.744,4,0.2,14.92,0,-0.25686099299632803,0.1591137239734827
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Phones,159.984,2,0.2,11.9988,0,-0.4083409058670521,-0.3661990642410145
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Accessories,255.968,4,0.2,51.1936,0,0.059339361111792444,0.2017241805807225
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Bookcases,359.058,3,0.3,-71.8116,0,-0.43888481523444833,0.4046329596316349
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,434.352,3,0.2,43.4352,0,0.09210648125453895,-0.012926050561609576
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,3.552,2,0.2,0.444,0,-0.6020064287348277,-0.4112850279931968
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,88.832,4,0.2,7.7728,0,-0.23446168528629055,0.17943696615539997
Second Class,Corporate,United States,Dublin,Ohio,43017,East,Furniture,Tables,1048.35,5,0.4,-69.89,1,0.405473055190476,1.559004381272559
Same Day,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,100.0,4,0.0,21.0,0,0.07625279586829112,-0.5234725467999471
Same Day,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,7.83,3,0.0,3.6018,0,-0.1970081222151221,-0.8247167350047891
Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,96.256,8,0.2,31.2832,1,0.3571048582275932,1.2964521041670056
Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,10.688,2,0.2,3.7408,0,-0.585428109901413,-0.41153531535458704
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,338.04,3,0.2,-33.804,0,-0.22319280373063166,0.017725234895162017
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Art,154.24,4,0.2,17.352,0,-0.14021087906969276,0.19433383210730817
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Appliances,34.848,2,0.2,6.534,0,-0.5526975784929062,-0.4054121782891347
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,22.0,5,0.2,1.375,1,-0.19174249450848285,0.44489250415082915
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,4.368,3,0.2,0.3822,0,-0.47179355963695907,-0.1274478287546871
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,31.44,3,0.0,8.4888,0,-0.1589908455418586,-0.8205299569657384
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,17.9,2,0.0,3.401,0,-0.3167263032772525,-1.1045279458114259
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,129.45,5,0.0,46.602,1,0.3077551847903303,-0.25099723665668505
Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Labels,20.88,8,0.0,9.6048,1,0.4809565283383607,0.5923489249566745
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,20.736,4,0.2,7.2576,0,-0.3061430611929099,0.15605026474580522
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,7.168,2,0.2,0.9856,0,-0.5967622669314709,-0.41047149002558
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,11.168,2,0.2,-2.5128,0,-0.6024174727843127,-0.40615858859949294
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,442.4,7,0.2,-55.3,1,0.3425293869070903,1.20613015297691
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Art,13.36,2,0.0,4.9432,0,-0.317097459337934,-1.1074003158444845
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,11.232,8,0.7,-8.2368,3,-0.496623227521565,3.039128494490927
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,10.272,3,0.2,3.21,0,-0.45779732725390965,-0.12773834738304635
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,0,-0.5860713309863058,-0.41155394295681363
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Art,6.24,3,0.2,0.546,0,-0.4694046248461994,-0.12692955226081756
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Furniture,Tables,206.962,2,0.3,-32.5226,0,-0.6154671923081773,0.03521346832430465
First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,9.46,2,0.0,3.6894,0,-0.32462581148423686,-1.1077199622910203
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,559.62,9,0.0,151.0974,1,1.561810115956137,0.9464133190790894
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,109.92,2,0.0,53.8608,0,-0.08072691410962145,-1.1143747702124494
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,8.56,2,0.0,3.852,0,-0.32509954574219246,-1.1081701629187317
Second Class,Home Office,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,360.712,11,0.2,130.7581,1,1.2966452369259638,2.1565874242961596
Second Class,Home Office,United States,Fort Worth,Texas,76106,Central,Technology,Phones,1718.4,6,0.2,150.36,1,2.1041837475898473,1.1975951126024917
First Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,41.568,6,0.8,-66.5088,3,-1.0184490141214777,2.8791733737319247
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,46.864,2,0.2,7.6154,0,-0.5372795984894669,-0.40211045145491014
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,19.536,3,0.2,4.884,0,-0.4435611769256604,-0.12589270061301142
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Bookcases,411.332,4,0.15,-4.8392,0,0.1284877914379628,0.1287833103381093
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,28.752,6,0.2,9.7038,1,-0.03194731524400356,0.7238169169682561
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Bookcases,293.199,3,0.15,-20.6964,0,-0.1672454310767794,-0.18282470803512627
Standard Class,Home Office,United States,Suffolk,Virginia,23434,South,Office Supplies,Supplies,35.06,2,0.0,10.518,0,-0.27912732024830045,-1.104454433149469
Standard Class,Home Office,United States,Suffolk,Virginia,23434,South,Office Supplies,Labels,4.13,1,0.0,1.8998,0,-0.46467120668184925,-1.3915937848700175
Standard Class,Home Office,United States,Suffolk,Virginia,23434,South,Furniture,Furnishings,109.8,9,0.0,46.116,1,0.8043032410502249,0.8765365449634555
Standard Class,Home Office,United States,Suffolk,Virginia,23434,South,Office Supplies,Labels,9.82,2,0.0,4.8118,0,-0.3211163463207896,-1.1085289442172883
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,7.644,4,0.7,-5.8604,3,-1.0118558648801772,1.9018928935818096
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,51.465,5,0.7,-39.4565,3,-0.9310421752363183,2.2287025648081356
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,6.976,4,0.2,-1.3952,0,-0.3445289026970573,0.1584450888064611
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,12.222,7,0.8,-20.1663,3,-0.7896061104640746,3.1138099061933415
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,97.984,2,0.2,-24.496,0,-0.5743298716150649,-0.35748503249723473
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,62.4,6,0.2,19.5,1,0.03014980900841586,0.7274253234740126
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,20.86,2,0.0,9.387,0,-0.29693677004190644,-1.1084786764150831
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Storage,497.61,9,0.0,129.3786,1,1.4371231527266342,0.9428163829643401
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,5.34,2,0.0,1.4952,0,-0.33501036397730366,-1.1073332577965112
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,3.15,1,0.0,1.512,0,-0.466766327874811,-1.3916135163443806
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,368.91,9,0.0,180.7659,1,1.4480433869962686,0.85500260688912
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,14.7,5,0.0,6.615,1,0.07759080550664417,-0.25782315875721007
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,59.97,3,0.0,14.9925,0,-0.11137845366462462,-0.8159690713237017
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,83.36,1,0.0,20.84,0,-0.3299905449214898,-1.3796599448226519
Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Paper,6.58,2,0.0,3.0268,0,-0.32944909507164377,-1.108175306995552
Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,122.94,3,0.0,59.0112,0,0.07664718814337544,-0.8306107875005966
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,219.84,4,0.0,107.7216,0,0.44233308432796886,-0.5537934094432313
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,98.16,6,0.0,9.816,1,0.3021733245803148,0.05220016911846058
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,33.04,8,0.0,15.5288,1,0.5100625019517109,0.5916674356752937
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,86.97,3,0.0,25.2213,0,-0.054929222483313556,-0.8150460583712499
Standard Class,Corporate,United States,Kenosha,Wisconsin,53142,Central,Technology,Phones,134.97,3,0.0,64.7856,0,0.10520079930277997,-0.8312131355504899
Standard Class,Corporate,United States,Kenosha,Wisconsin,53142,Central,Technology,Phones,699.98,2,0.0,195.9944,0,0.9253114016029264,-1.0263960170895008
Standard Class,Corporate,United States,Kenosha,Wisconsin,53142,Central,Technology,Accessories,139.95,5,0.0,26.5905,1,0.2626356324209262,-0.23065666685866162
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,48.94,1,0.0,24.47,0,-0.3553455834182476,-1.3947215225870508
First Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Chairs,2807.84,8,0.0,673.8816,1,5.212957667688784,1.0137572403074797
First Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Art,46.64,4,0.0,12.5928,0,-0.0022937132438352018,-0.5351319583195062
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,60.416,2,0.2,6.0416,0,-0.527700928212934,-0.3960599123120272
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Art,107.94,3,0.0,26.985,0,-0.02836755738131525,-0.8091810806953744
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,63.84,8,0.0,16.5984,1,0.5448231588841326,0.6015484894681611
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,347.97,3,0.0,100.9113,0,0.4259140758493782,-0.7868091339266491
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,37.008,6,0.2,11.565,1,-0.018227521711338807,0.7251541010540861
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,215.65,5,0.0,73.321,1,0.4713741904871682,-0.24310496227162778
Second Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Fasteners,11.168,4,0.2,3.6296,0,-0.3261559887838239,0.15572585532408936
Second Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,53.952,3,0.2,17.5344,0,-0.37269178486899185,-0.12439306201919687
Standard Class,Home Office,United States,Auburn,Washington,98002,West,Furniture,Furnishings,4.18,1,0.0,1.5048,0,-0.46572401490400867,-1.3912472879801483
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,5.607,1,0.7,-4.2987,3,-1.3982225198717229,1.0493786680414063
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,4663.736,7,0.2,-1049.3406,1,1.9175865389564448,3.5104689418592545
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,79.984,2,0.2,22.9954,0,-0.46011532159661056,-0.40333765827720064
First Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,2575.944,7,0.2,257.5944,1,3.418100465496555,1.691692621617196
First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,45.36,7,0.0,21.7728,1,0.4106842521567443,0.307275028250494
First Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,254.24,7,0.0,76.272,1,0.7785183465896578,0.33493414528212484
First Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,69.93,7,0.0,0.6993,1,0.3771086313617361,0.33342100509261274
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,16.156,7,0.6,-12.117,3,-0.5008304151068068,2.412683243117397
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,54.816,3,0.2,17.8152,0,-0.37101547952465436,-0.12432477606369743
Second Class,Consumer,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,1441.3,7,0.0,245.021,1,2.474775467731069,0.6095381715432431
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,77.6,5,0.2,28.13,1,-0.05958669158014772,0.4420527779028639
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,4.656,2,0.2,1.5714,0,-0.597715549121995,-0.4118379687493275
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,170.136,3,0.2,-8.5068,0,-0.32565692391189155,-0.06206831298747671
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,7.38,2,0.0,3.4686,0,-0.32738866465420485,-1.108263507123833
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,9.26,2,0.0,3.0558,0,-0.3266035976824099,-1.1072621615026323
